GenArtNo;genart_en;standardised_article_description;assembly_groups;purpose_of_use;Delete
7272;Adapter, antenna cable;Adaptor;Communication/ Information Systems, universal;Aerial Cable;0
7273;Repair Set, pressure line (soot/particulate filter);Repair Kit;Mixture Formation;Pressure Line (soot/particulate filter);0
7274;Repair Set, pressure line (soot/particulate filter);Repair Kit;Mixture Formation, universal;Pressure Line (soot/particulate filter);0
7275;Repair Set, vacuum line;Repair Kit;Standard Parts;Vacuum Line;0
7277;Actuating Lever, random orbit sander;Actuating Lever;Tool, universal;Eccentric Grinder;0
7278;Drive Head, random orbit sander;Drive Head;Tool, universal;Eccentric Grinder;0
7279;Bearing Set, random orbit sander;Bearing Kit;Tool, universal;Eccentric Grinder;0
7280;Bearing, random orbit sander;Bearing;Tool, universal;Eccentric Grinder;0
7281;Disc Set, random orbit sander;Lining Disc Set;Tool, universal;Eccentric Grinder;0
7282;Cable Repair Set, convertible roof motor;Cable Repair Set;Body;Convertible Roof Motor;0
7283;Cable Repair Set, convertible roof motor;Cable Repair Set;Body Parts, universal;Convertible Roof Motor;0
7284;Cable Repair Kit, coolant temperature sensor;Cable Repair Set;Cooling System;Coolant Temperature Sensor;0
7285;Cable Repair Kit, coolant temperature sensor;Cable Repair Set;Cooling, universal;Coolant Temperature Sensor;0
7286;Cable Repair Set, licence plate light;Cable Repair Set;Lights;Licence Plate Light;0
7287;Cable Repair Set, licence plate light;Cable Repair Set;Lights, universal;Licence Plate Light;0
7288;Cable Repair Set, ignition coil;Cable Repair Set;Ignition System;Ignition Coil;0
7289;Cable Repair Set, ignition coil;Cable Repair Set;Ignition System, universal;Ignition Coil;0
7290;Cable Repair Set, actuator (headlight levelling);Cable Repair Set;Lights;Actuator (headlight levelling);0
7291;Cable Repair Set, actuator (headlight levelling);Cable Repair Set;Lights, universal;Actuator (headlight levelling);0
7292;Cable Repair Kit, glow plug;Cable Repair Set;Glow Ignition System;Glow Plug;0
7293;Cable Repair Kit, glow plug;Cable Repair Set;Glow Ignition System, universal;Glow Plug;0
7294;Torque Measurement Device;Torque Measurement Device;Tool, universal;NULL;0
7295;Distance Measurement Device;Distance Measurement Device;Workshop Equipment;NULL;0
7296;Measuring Stick;Measuring Stick;Tool, universal;NULL;0
7297;Bit, oil drain plug;Bit;Special Tools, universal;Oil Drain Plug;0
7298;Bore Hole Brush;Bore Hole Brush;Tool, universal;NULL;0
7299;File Brush;File Brush;Tool, universal;NULL;0
7300;Torque Adapter;Torque Adapter;Tool, universal;NULL;0
7301;Core Drill, spot weld milling cutter;Drill Bit;Tool, universal;Spot Weld Cutter;0
7302;Cable Repair Set, interior heating fan, (eng. preheat sys.);Cable Repair Set;Comfort Systems;Interior Heating Fan, (engine preheating system);0
7303;Cable Repair Set, interior heating fan, (eng. preheat sys.);Cable Repair Set;Comfort Systems, universal;NULL;0
7304;Cable Repair Kit, alternator;Cable Repair Set;Alternator;Alternator;0
7305;Cable Repair Kit, alternator;Cable Repair Set;Alternator, universal;Alternator;0
7306;Cable Repair Set, pressure switch (air conditioning);Cable Repair Set;Air Conditioning;Pressure Switch (air conditioning);0
7307;Cable Repair Set, pressure switch (air conditioning);Cable Repair Set;Air Conditioning, universal;Pressure Switch (air conditioning);0
7308;Cable Repair Kit, sensor (parking distance control);Cable Repair Set;Comfort Systems;Sensor (parking distance control);0
7309;Cable Repair Kit, sensor (parking distance control);Cable Repair Set;Comfort Systems, universal;Sensor (parking distance control);0
7310;Cable Repair Set, common rail set;Cable Repair Set;Mixture Formation;Common Rail System;0
7311;Cable Repair Set, common rail set;Cable Repair Set;Mixture Formation, universal;Common Rail System;0
7312;Cable Repair Set, window regulator;Cable Repair Set;Comfort Systems;Window Regulator;0
7313;Cable Repair Set, window regulator;Cable Repair Set;Comfort Systems, universal;Window Regulator;0
7314;Cable Repair Set, fuel pump;Cable Repair Set;Fuel Supply System;Fuel Pump;0
7315;Cable Repair Set, fuel pump;Cable Repair Set;Fuel Supply System, universal;Fuel Pump;0
7316;Cable Repair Set, fuel sender unit;Cable Repair Set;Fuel Supply System;Fuel Sender Unit;0
7317;Cable Repair Set, fuel sender unit;Cable Repair Set;Fuel Supply System, universal;Fuel Sender Unit;0
7318;Cable Repair Set, trailer socket;Cable Repair Set;Trailer Hitch, universal;Trailer Socket;0
7319;Cable Repair Kit, trailer plug;Cable Repair Set;Trailer Hitch, universal;Trailer Plug;0
7320;Cable Repair Kit, sensor (intake manifold pressure);Cable Repair Set;Air Supply;Sensor (intake manifold pressure);0
7321;Cable Repair Kit, sensor (intake manifold pressure);Cable Repair Set;Air Supply, universal;Sensor (intake manifold pressure);0
7322;Disc Set, jigsaw;Lining Disc Set;Tool, universal;Jigsaw;0
7323;Bearing, jigsaw;Bearing;Tool, universal;Jigsaw;0
7324;Actuating Lever, jigsaw;Actuating Lever;Tool, universal;Jigsaw;0
7325;Rotor, jigsaw;Rotor;Tool, universal;Jigsaw;0
7326;Valve Unit, jigsaw;Valve;Tool, universal;Jigsaw;0
7327;Repair Set, jigsaw;Repair Kit;Tool, universal;Jigsaw;0
7328;Air Outlet, jigsaw;Air Outlet;Tool, universal;Jigsaw;0
7329;Axle Nut Wrench Set;Key Set;Special Tools, universal;Axle Nut;0
7330;Axle Nut Wrench Set;Key Set;Tool, vehicle specific;Axle Nut;0
7331;Connection Piece, brake testing device;Connection Piece;Workshop Equipment;Brake Pressure Tester;0
7332;Material Container;Material Container;Workshop Equipment;NULL;0
7333;Drain Pipe;Drain Pipe;Workshop Equipment;NULL;0
7334;Cooling Water Can;Cooling Water Can;Workshop Equipment;NULL;0
7335;Measurement Bucket;Measurement Bucket;Workshop Equipment;NULL;0
7336;Pump Dispenser;Pump Dispenser;Workshop Equipment;NULL;0
7337;Fill Level Indicator, storage tank;Gauge;Workshop Equipment;Storage Tank;0
7338;Fill Level Indicator, disposal tank;Gauge;Workshop Equipment;Disposal Tank;0
7339;Dome Cover, storage tank;Cover;Workshop Equipment;Storage Tank;0
7340;Filling Tray, storage tank;Filling Tray;Workshop Equipment;Storage Tank;0
7341;Oil Can Station;Oil Can Station;Workshop Equipment;NULL;0
7343;Dial Gauge, oil can station;Dial Gauge;Workshop Equipment;Oil Can Station;0
7344;Cabinet, hose reel;Cabinet;Workshop Equipment;Hose Reel;0
7345;Barrel Trolley Set;Barrel Trolley Set;Workshop Equipment;NULL;0
7346;Oil Dispensing Station (barrel station);Oil Dispensing Station;Workshop Equipment;NULL;0
7347;Hose Reel;Hose Reel;Workshop Equipment;NULL;0
7348;Filling station;Filling station;Workshop Equipment;NULL;0
7349;Barrel Support, rack;Barrel Rest;Workshop Equipment;Rack;0
7350;Collection Pan, racking level;Collection Pan;Workshop Equipment;Rack Level;0
7351;Fitting;Fitting;Standard Parts;NULL;0
7352;Barrel Truck;Barrel Truck;Workshop Equipment;NULL;0
7353;Barrel Lifting Truck;Barrel Lifting Truck;Workshop Equipment;NULL;0
7354;Barrel Fill Level Display;Barrel Fill Level Display;Workshop Equipment;NULL;0
7355;Barrel Tongs;Barrel Tongs;Workshop Equipment;NULL;0
7356;Level Switch, barrel pump;Lever Switch;Workshop Equipment;Barrel Pump;0
7357;Universal Spray Bottle;Universal Spray Bottle;Workshop Equipment;NULL;0
7358;Water Can;Water Can;Workshop Equipment;NULL;0
7359;Oil Dispensing Terminal;Oil Dispensing Terminal;Workshop Equipment;NULL;0
7360;Oil Dispensing Station (tank structure);Oil Dispensing Station;Workshop Equipment;Oil Dispensing Station (tank structure);0
7361;Chuck, straight grinder;Chuck;Tool, universal;Straight Grinder;0
7362;Chuck Key;Chuck Key;Tool, universal;NULL;0
7363;Grinding Stone;Grinding Stone;Tool, universal;NULL;0
7365;Grinding Belt, belt grinder;Grinding Belt;Tool, universal;Belt Grinder;0
7366;Sanding Disc Set, angle grinder;Grinding Disc Set;Tool, universal;Angle Grinder;0
7367;Cable Roller;Reel;Workshop Equipment;Electric Cable;0
7368;Cover, vacuum pump;Cover;Braking System;Vacuum Pump;0
7369;Pliers, chain master link;Pliers;Special Tools, motorcycle, universal;Chain Master Link;0
7370;Chain Rivet Extraction/Insertion Device;Chain Rivet Extraction/Insertion Device;Special Tools, motorcycle, universal;NULL;0
7371;Chain Rivet Extraction/Insertion Device;Chain Rivet Extraction/Insertion Device;Special Tools, motorcycle, universal;NULL;0
7372;Chain Separating Device;Chain Separating Device;Special Tools, motorcycle, universal;NULL;0
7373;Chain Holder;Chain Holder;Special Tools, motorcycle, universal;NULL;0
7374;Chain Brush;Chain Brush;Special Tools, motorcycle, universal;NULL;0
7375;Chain Gauge;Feeler Gauge;Special Tools, motorcycle, universal;Motorcycle Chain;0
7376;Test Device, chain alignment;Tester;Special Tools, motorcycle, universal;Chain Alignment;0
7377;Measurement Device, chain wear;Measuring Device;Special Tools, motorcycle, universal;Chain Wear;0
7378;Reservoir, brake fluid filling;Tank;Special Tools, motorcycle, universal;Brake Fluid;0
7379;Adapter, reservoir (brake fluid filling);Adaptor;Special Tools, motorcycle, universal;Reservoir (brake fluid filling);0
7380;Drift, steering head bearing;Drift;Special Tools, motorcycle, universal;Steering Head Bearing;0
7381;Hollow Punch Set, bar ends;Hollow Punch Set;Special Tools, motorcycle, universal;Bar Ends;0
7382;Steering Head Bearing Key;Steering Head Bearing Key;Special Tools, motorcycle, universal;NULL;0
7383;Spring Balance, steering head bearing pre-tensioning;Scale;Special Tools, motorcycle, universal;Steering Head Bearing Pre-tensioning;0
7384;Mounting Tool Set. steering head bearing;Mounting Tool Set;Special Tools, motorcycle, universal;Steering Head Bearing;0
7385;Puller, starter clutch;Puller;Special Tools, motorcycle, universal;Starter Clutch;0
7386;Spoke Wrench;Spoke Wrench;Special Tools, motorcycle, universal;NULL;0
7387;Spoke Wrench Set;Spoke Wrench Set;Special Tools, motorcycle, universal;NULL;0
7388;Torque Spoke Wrench Set;Torque Spoke Wrench Set;Special Tools, motorcycle, universal;NULL;0
7389;Torque Spoke Wrench;Torque Spoke Wrench;Special Tools, motorcycle, universal;NULL;0
7390;Impact tool, spoke weight;Impact Tool;Special Tools, motorcycle, universal;Spoke Weight;0
7391;Tyre Fitting Pliers;Tyre Fitting Pliers;Special Tools, motorcycle, universal;NULL;0
7392;Socket Wrench Insert, exhaust temperature sensor;Socket Wrench Insert;Special Tools, universal;Exhaust Temperature Sensor;0
7393;Socket Wrench Insert, exhaust temperature sensor;Socket Wrench Insert;Tool, vehicle specific;Exhaust Temperature Sensor;0
7394;Protective Hose, lashing chain;Protective Hose;Load Securing;Lashing Chain;0
7395;Lashing Strap Dispensing Reel;Lashing Strap Dispensing Reel;Load Securing;NULL;0
7396;Rechargeable Battery, cordless screwdriver;Rechargeable Battery Pack;Workshop Equipment;Cordless Screwdriver;0
7397;Filter, venting (fuel tank);Filter;Fuel Supply System;Bleeding;0
7398;Filter, venting (steering gear hydraulic tank);Filter;Steering;Bleeding;0
7399;Filter, venting (clutch hydraulic tank);Filter;Clutch;Bleeding;0
7400;Filter, venting (brake hydraulic tank);Filter;Braking System;Bleeding;0
7401;Stethoscope, membrane;Diaphragm;Workshop Equipment;Stethoscope;0
7402;Counter-piece, timing chain;Arrester;Special Tools, universal;Timing Chain;0
7403;Counter-piece, timing chain;Arrester;Tool, vehicle specific;Timing Chain;0
7404;Reaction fluid, cylinder head sealing;Reaction Fluid;Chemical Products;Cylinder Head Leakage;0
7405;Pipette;Pipette;Tool, universal;NULL;0
7406;Adapter, camera probe (videoscope);Adaptor;Tool, universal;Camera Probe (video endoscope);0
7407;Adjusting Tool, wiper arm;Adjustment Tool;Special Tools, universal;Wiper Arm;0
7408;Press Frame, mounting tool silent bearing;Press Frame;Special Tools, universal;Mounting Tool, silent bearing;0
7409;Sticker Residue Removal Set, multi-grinder;Sticker Residue Removal Set;Workshop Equipment;Multi-grinder;0
7410;Connecting/distributing Piece Set, compressed-air technology;Connector Kit;Workshop Equipment;Compressed-air Technology;0
7411;Grinding Belt Set, belt grinder;Grinding Belt Set;Tool, universal;Belt Grinder;0
7412;Maintenance Service, compressed-air Technology;Maintenance Service;Workshop Equipment;Compressed-air Technology;0
7413;Electric Motor, tailgate;Electric Motor;Comfort Systems;Tailgate;0
7414;Electric Motor, bonnet;Electric Motor;Comfort Systems;Bonnet;0
7415;Electric Motor, door;Electric Motor;Comfort Systems;Door;0
7416;Locking Beam/Plate, load securing;Locking Beam/Plate;Load Securing;Load Securing;0
7417;Swivel Hook;Hook;Load Securing;Lashing Strap;0
7418;Hook, lashing strap;Hook;Load Securing;Tension Strap;0
7419;Lashing Rail, load securing;Lashing Rail;Load Securing;NULL;0
7420;Stand Rail, load securing;Stand Rail;Load Securing;NULL;0
7421;Connector, lashing chain;Connector;Load Securing;Lashing Chain;0
7422;Shortening Hook, lashing chain;Hook;Load Securing;Lashing Chain;0
7423;Shortening Claw, lashing chain;Claw;Load Securing;Lashing Chain;0
7424;Lashing Chain;Lashing Chain;Load Securing;NULL;0
7425;Front Wheel Hanger, stand rail;Bracket;Load Securing;Stand Rail;0
7426;Lashing Bracket;Bracket;Load Securing;Lashing Bracket;0
7427;Lashing Block;Lashing Block;Load Securing;NULL;0
7428;Anti-Slip Coating;Anti-Slip Coating;Chemical Products;NULL;0
7429;Access Rail;Access Rail;Load Securing;NULL;0
7430;Lashing Strap Set;Belt Kit;Accessories, universal;Lashing Strap Set;0
7431;Lashing Chain Hanger;Lashing Chain Identification Tag;Load Securing;NULL;0
7432;Fitting, lashing rail;Fitting;Load Securing;Lashing Rail;0
7433;Three-Link Piece, lashing chain;Three-Link Piece;Load Securing;Lashing Chain;0
7434;Ratchet, lashing strap;Ratchet Tensioner;Load Securing;Tension Strap;0
7435;Assortment, repair cable;Assortment;Electric Universal Parts;Repair Cable;0
7436;Grinding Belt Set, multi grinder;Grinding Disc Set;Workshop Equipment;Multi-grinder;0
7437;Attachment Set, polisher;Attachment Set;Workshop Equipment;Polisher;0
7438;Repair Kit, hose clamp pliers;Repair Kit;Tool, universal;Hose Clamp Pliers;0
7439;Supporting Ring, mounting tool (wheel hub/wheel bearing);Supporting Ring;Special Tools, universal;Mounting Device (wheel hub/wheel bearing);0
7440;Supporting Ring Set, mounting tool (wheel hub/bearing);Support Ring Set;Special Tools, universal;Mounting Device (wheel hub/wheel bearing);0
7441;Reduction Bushing, mounting tool (wheel hub/bearing);Reduction Bushing;Special Tools, universal;Mounting Device (wheel hub/wheel bearing);0
7442;Pinch Protection, mounting tool (wheel hub/bearing);Pinch Protection;Special Tools, universal;Mounting Device (wheel hub/wheel bearing);0
7443;Pump, workshop press;Pump;Workshop Equipment;Workshop Press;0
7444;Safety Element, fork head load hook;Securing Elements;Load Securing;Fork Head Load Hook;0
7445;Castor Set, tool trolley attachment;Castor Set/Roller Set/Pulley Set;Workshop Equipment;Tool Box Module;0
7446;Tool Box Module;Tool Box Module;Workshop Equipment;NULL;0
7447;Worktop, toolbox module;Worktop;Workshop Equipment;Tool Box Module;0
7448;Anti-pilfer Device, tool box module;Anti-pilfer Device;Workshop Equipment;Tool Box Module;0
7449;Divider Set, drawer (tool box module);Organiser Set;Workshop Equipment;Tool Box Module;0
7450;Chassis, tool box;Chassis;Workshop Equipment;Toolbox;0
7451;Lashing Point, lashing chain;Lashing Point;Load Securing;Lashing Rail;0
7452;Holding Tool, nut;Holding Tool;Workshop Equipment;Nut;0
7453;Forging Pliers;Forging Pliers;Tool, universal;NULL;0
7454;Attachment, machinist's hammer;Attachment;Tool, universal;Machinist's Hammer;0
7455;Decorative Ring, tail light assembly;Decorative Ring;Lights, universal;Tail Light Assembly;0
7456;Control Unit, lights;Tester;Lights, universal;Lights;0
7457;Fastening Rail, tail light assembly;Fastening Rail;Lights, universal;Tail Light Assembly;0
7458;Fastening Rail/Tube, interior light;Fastening Rail/Tube;Lights, universal;Interior Light;0
7459;Floor mat;Floor mat;Workshop Equipment;NULL;0
7460;Safety Plug-on Grip;Safety Plug-on Grip;Workshop Equipment;NULL;0
7461;Cable Expanding Wedge;Cable Expanding Wedge;Tool, universal;NULL;0
7462;Pipe Calibration Tool;Pipe Calibration Tool;Workshop Equipment;NULL;0
7463;Plastic shear set;Plastic shear set;Tool, universal;NULL;0
7464;Flaring Tool Set;Flaring Tool Set;Tool, universal;NULL;0
7465;Bolt, oil sump (automatic transmission);Screw;Automatic Transmission;Oil Sump, automatic transmission;0
7466;Fittings key;Key;Tool, universal;Instruments;0
7467;Wrench, basin cock;Key;Tool, universal;Basin Cock Nut;0
7468;Strap Pipe Pliers;Strap Pipe Pliers;Tool, universal;NULL;0
7469;Replacement Strap, strap pipe pliers;Replacement Strap;Tool, universal;Strap Pipe Pliers;0
7470;Pipe Bender;Pipe Bender;Tool, universal;NULL;0
7471;Base frame, pipe bender;Base Frame;Tool, universal;Pipe Bender;0
7472;Bending Form, pipe bender;Bending Form;Tool, universal;Pipe Bending Tool;0
7473;Bending Form, pipe bender;Bending Form;Tool, universal;Pipe Bender;0
7474;Suction Cup, grinding tool;Suction Disc;Special Tools, universal;Grinding Tool;0
7475;Cleaning Cloth;Cleaning Cloth;Chemical Products;NULL;0
7477;Backplate, polishing machine;Support Plate;Tool, universal;Polishing Machine;0
7478;Vacuum Pump, braking system;Pump;Braking System, universal;Vacuum;0
7479;Hydrogen Peroxide Solution;Hydrogen Peroxide Solution;Chemical Products;NULL;0
7480;Flucculant;Flucculant;Chemical Products;NULL;0
7481;Vehicle Washing Brush;Washing Brush;Workshop Equipment;Vehicle Washing;0
7482;Support Wheel;Support Wheel;Trailer;Trailer;0
7483;Clamp, support wheel/parking supports;Bracket;Trailer;Support Wheel/parking Supports;0
7484;Clamping Shell, support wheel/parking supports;Clamp;Trailer;Support Wheel/parking Supports;0
7485;Attachment, polishing machine;Attachment;Tool, universal;Polishing Machine;0
7486;Slippage Safeguard, support wheel;Slippage Safeguard;Trailer;Support Wheel;0
7487;Round Pipe Clamp, support wheel;Round Pipe Clamp;Trailer;Support Wheel;0
7488;Chrome Polish;Cleaner;Chemical Products;Chrome Polish;0
7489;Caustic Soda;Caustic Soda;Chemical Products;NULL;0
7490;Round Pipe Clamp Set, support wheel;Round Pipe Clamp Set;Trailer;Support Wheel;0
7491;Manoeuvring Handle, support wheel;Manoeuvring Handle;Trailer;Support Wheel;0
7492;Support Wheel Holder;Holder;Trailer;Support Wheel/parking Supports;0
7493;Crossbeam, support wheel holder;Strut;Trailer;Support Wheel Holder;0
7494;Bodywork File;Bodywork File;Special Tools, universal;NULL;0
7495;Hole/Offset Pliers;Hole/Offset Pliers;Special Tools, universal;NULL;0
7496;Strut, support wheel;Strut;Trailer;Support Wheel;0
7497;Spare Wheel, support wheel;Spare Wheel;Trailer;Support Wheel;0
7498;Tool Backpack;Tool Backpack;Workshop Equipment;NULL;0
7500;Tool Holster;Tool Holster;Workshop Equipment;NULL;0
7501;Knee Pads;Knee Pads;Protective Clothing/Equipment;NULL;0
7502;Plug-in Axle, support wheel;Plug-in Axle;Trailer;Support Wheel;0
7503;Knob, clamp (support wheel);Chuck Key;Trailer;Clamp (support wheel);0
7504;Hand Crank, support wheel/parking supports;Crank;Trailer;Support Wheel/parking Supports;0
7505;Drier Concentrate;Drier Concentrate;Chemical Products;NULL;0
7506;Headlamp Treatment Set;Conditioning Set;Chemical Products;Headlight;0
7507;Anti-fog Spray;Anti-fog Spray;Chemical Products;NULL;0
7508;Washing Glove;Washing Glove;Workshop Equipment;NULL;0
7509;Headlight Polish;Headlight Polish;Chemical Products;NULL;0
7510;Headlight Sealing;Headlight Sealing;Chemical Products;NULL;0
7511;Polishing Cloth;Polishing Cloth;Chemical Products;NULL;0
7512;Lacquer Sealing;Lacquer Sealing;Chemical Products;NULL;0
7513;Convertible Roof/Textile Impregnation;Convertible Roof/Textile Impregnation;Chemical Products;NULL;0
7514;Metering Bottle;Metering Bottle;Workshop Equipment;NULL;0
7515;Vehicle Squeegee;Squeegee;Workshop Equipment;NULL;0
7516;Cleaning Clay;Cleaning Clay;Chemical Products;NULL;0
7517;Windscreen Wiper Protective Sleeve;Protective Sleeve;Workshop Equipment;NULL;0
7518;Resin Remover;Resin Remover;Chemical Products;NULL;0
7519;Opening Aid;Opening Aid;Workshop Equipment;NULL;0
7520;Cleaning Concentrate;Cleaning Concentrate;Chemical Products;NULL;0
7521;Handle, hand crank (support wheel);Handle;Trailer;Hand Crank (support wheel);0
7522;Holder, hand crank (support wheel);Holder;Trailer;Hand Crank (support wheel);0
7523;Clamping profile, storage box;Clamping Profile;Trailer;Storage Box;0
7524;Parking Support, trailer;Parking Supports;Trailer;NULL;0
7525;Flange Plate, parking supports;Flange Plate;Trailer;Parking Supports;0
7526;Trailer Jack, parking supports;Trailer Jack;Trailer;Parking Supports;0
7527;Trailer Jack Set, parking supports;Trailer Jack Set;Trailer;Parking Supports;0
7528;Adapter Set, trailer jack;Adaptor Kit;Trailer;Trailer Jack;0
7529;Jacking Support System;Jacking Support System;Trailer;NULL;0
7530;Nose Load Scale;Nose Load Scale;Trailer;NULL;0
7531;Spindle Nut, parking supports;Spindle Nut;Trailer;Parking Supports;0
7532;Mounting Rail, parking supports;Mounting Rail;Trailer;Parking Supports;0
7533;Angled Lever Latch;Angled Lever Latch;Trailer;NULL;0
7534;Case Lock;Case Lock;Trailer;NULL;0
7535;Pendulum Latch;Pendulum Latch;Trailer;NULL;0
7536;Pendulum Pin, pendulum latch;Pendulum Stud;Trailer;Pendulum Latch;0
7537;Pendulum Bolt, pendulum latch;Pendulum Pin;Trailer;Pendulum Latch;0
7538;Eccentric Lock;Eccentric Lock;Trailer;NULL;0
7539;Spring Latch;Spring Latch;Trailer;NULL;0
7540;Spring Latch;Spring Latch;Trailer;NULL;0
7541;Counterpiece, lock;Arrester;Trailer;Sealing Cap;0
7542;Retaining Cam, eccentric lock;Retaining Cam;Trailer;Eccentric Lock;0
7543;Latch;Latch;Trailer;NULL;0
7544;Long-Travel Lock;Long-Travel Lock;Trailer;NULL;0
7545;Espagnolette Set;Espagnolette Set;Trailer;NULL;0
7546;Pipe Bending Tool Set;Pipe Bending Tool Set;Tool, universal;NULL;0
7547;Bending Lever, pipe bending tool;bending Lever;Tool, universal;Pipe Bending Tool;0
7548;Tool Mount, pipe bending tool;Tool Mount;Tool, universal;Pipe Bending Tool;0
7549;Sub-frame, pipe bending tool;Base Frame;Tool, universal;Pipe Bending Tool;0
7550;Pressing Roller, pipe bending tool;Pulley;Tool, universal;Pipe Bending Tool;0
7551;hydraulic Power Unit, pipe bending device;Hydraulic Unit;Tool, universal;Pipe Bender;0
7552;Door Hinge;Hinge;Trailer;Trailer Door;0
7553;Espagnolette;Espagnolette;Trailer;NULL;0
7554;Clamping Pin, espagnolette;Clamping Pin;Trailer;Espagnolette;0
7555;Attachment Ring, espagnolette;Attachment Ring;Trailer;Espagnolette;0
7556;Bar Guide, espagnolette;Bar Guide;Trailer;Espagnolette;0
7557;Guide Support, espagnolette;Guide Support;Trailer;Espagnolette;0
7558;Partition Panel Holder;Holder;Trailer;Partition Panel;0
7559;Pipe End Piece, box rod;Pipe End Piece;Trailer;Box Bar;0
7560;Pin, pipe end piece;Pin;Trailer;Pipe End Piece;0
7561;Tyre Repair Spray;Sealant;Chemical Products;Tyre Repair;0
7562;Hook, pipe end piece;Hook;Trailer;Pipe End Piece;0
7563;Tie-on;Tie-on;Trailer;NULL;0
7564;Panic Lock;Panic Lock;Trailer;NULL;0
7565;Holder, quarter panel;Holder;Trailer;Quarter Panel;0
7566;Holder, middle wall;Holder;Trailer;Middle Wall;0
7567;Floor Fan;Floor Fan;Trailer;NULL;0
7568;Spade/Spar Holder;Holder;Trailer;Spade/Spar;0
7569;Door Check;Door Check;Trailer;NULL;0
7570;Holder, door check;Holder;Trailer;Door Check;0
7571;Protective Mounting, door check;Protective Mounting;Trailer;Door Check;0
7572;Housing, door check;Housing;Trailer;Door Check;0
7573;Pin, door check;Pin;Trailer;Door Check;0
7574;Clamp-fitted Buffer, door check;Buffer;Trailer;Door Check;0
7575;Bonnet Stay;Bonnet Stay;Trailer;NULL;0
7576;Bar Holder;Bar Holder;Trailer;NULL;0
7577;Spring Bar;Spring Bar;Trailer;NULL;0
7578;Tailgate Outrigger;Tailgate Outrigger;Trailer;NULL;0
7579;Step Board, trailer;Step Board;Trailer;Trailer;0
7580;Ball Hitch;Ball Hitch;Trailer;NULL;0
7581;Remote Control, tail lift;Remote Control;Body Parts, universal;Tail Lift;0
7582;Friction Lining, ball hitch;Friction Lining;Trailer;Ball Hitch;0
7583;Pulling Eye;Tow Eye;Trailer;NULL;0
7584;Diskus Padlock;Lock;Accessories, universal;Diskus Padlock;0
7585;Anti-theft device, ball hitch (trailer);Anti-Theft Device;Trailer;Ball Hitch (trailer);0
7586;Folding Pipe Clip;Folding Pipe Clip;Trailer;NULL;0
7587;Linch Pin, trailer;Linch Pin;Trailer;Trailer;0
7588;Floor Roller, tail lift;Pulley;Body Parts, universal;Tail Lift;0
7589;Screw-on Hinge Base;Screw-on Hinge Base;Trailer;Hinge;0
7590;Hinge Set, trailer;Hinge Set;Trailer;Trailer;0
7591;Operating Unit, tail lift;Operating Unit;Body Parts, universal;Tail Lift;0
7592;Holder, operating unit (tail lift);Holder;Body Parts, universal;Operating Unit (tail lift);0
7593;Foot Switch, tail lift;Switch;Body Parts, universal;Tail Lift;0
7594;Press Piece, foot switch (tail lift);Thrust Piece;Body Parts, universal;Foot Switch (tail lift);0
7595;Foot Switch Housing, tail lift;Foot Switch Housing;Body Parts, universal;Tail Lift;0
7596;Hinge, tailgate;Hinge;Trailer;Tailboard;0
7597;Handle;Handle;Trailer;Trailer;0
7598;Receiver, radio controller (tail lift);Receiver;Body Parts, universal;Radio Control (tail lift);0
7599;Bushing, floor roller (tail lift);Bush;Body Parts, universal;Floor Roller (tail lift);0
7600;Hinge Bearing, trailer;Hinge Bearing;Trailer;Trailer;0
7601;Hinge, trailer;Hinge;Trailer;Trailer;0
7602;Hinge Set, case lid;Hinge Set;Trailer;Case Lid;0
7603;Tailgate Profile;Tailgate Profile;Trailer;NULL;0
7604;Edging Profile;Edging Profile;Trailer;NULL;0
7605;Corner Profile;Corner Profile;Trailer;NULL;0
7606;Push-fit Slat, tailgate profile;Push-fit Slat;Trailer;Tailgate Profile;0
7607;Protective Cap, tailgate profile;Cap;Trailer;Tailgate Profile;0
7608;Sealing Stoppers, tailgate profile;Plug;Trailer;Tailgate Profile;0
7609;Shock Absorber, trailer;Damper;Trailer;Trailer;0
7610;Holder, shock absorber (trailer);Holder;Trailer;Shock Absorber (trailer);0
7611;Wing, trailer;Wing;Trailer;Trailer;0
7612;Keder Profile, wing (trailer);Welting Profile;Trailer;Trailer;0
7613;Step Insert, wing (trailer);Step Insert;Trailer;Wing (trailer);0
7614;Pulling Eye;Lock;Trailer;Pulling Eye;0
7615;U-lock;Lock;Accessories, universal;NULL;0
7616;Key Lock;Lock;Trailer;Key Lock;0
7617;Case Lock, ball hitch;Lock;Trailer;Ball Hitch;0
7618;Coupling Lock, trailer;Lock;Trailer;Trailer;0
7619;Wheel Clamp;Wheel Clamp;Trailer;NULL;0
7620;Espagnolette Lock;Lock;Trailer;Espagnolette Lock;0
7621;Safety Pin, parking supports;Bolt;Trailer;Parking Supports;0
7622;Holder, spare wheel;Holder;Trailer;Spare Wheel;0
7623;Spare Wheel Cover;Spare Wheel Cover;Trailer;NULL;0
7624;Bulbs Assortment;Assortment;Lights;Bulbs;0
7625;Wheel Seal;Wheel Seal;Chemical Products;NULL;0
7626;Covering, ball hitch/drawbar;Covering;Trailer;Ball Hitch/Drawbar;0
7627;Speed Sign;Speed Sign;Accessories, universal;NULL;0
7628;Type Label;Type Label;Accessories, universal;NULL;0
7629;Running Axle;Running Axle;Trailer;NULL;0
