GenArtNo;genart_en;standardised_article_description;assembly_groups;purpose_of_use;Delete
7630;Washing Polish;Washing Polish;Chemical Products;NULL;0
7631;Brake Axle;Brake Axle;Trailer;NULL;0
7632;Drawbar;Drawbar;Trailer;NULL;0
7633;Intermediate Piece, drawbar;Connector;Trailer;Drawbar;0
7634;Clamping Collar Set, drawbar;Clamping Collar Set;Trailer;Drawbar;0
7635;Drawbar Spar, V-drawbar;Drawbar Spar;Trailer;V-drawbar;0
7636;Drawbar Spar Set, V-drawbar;Drawbar Spar Set;Trailer;V-drawbar;0
7637;Drawbar Spar Connection;Drawbar Spar Connection;Trailer;NULL;0
7638;Chain Oil;Lubricant;Chemical Products;Chain Oil;0
7639;Angle Support, drawbar spar;Angle Support;Trailer;Drawbar Spar;0
7640;Drawbar Support;Drawbar Support;Trailer;NULL;0
7641;Overrun Device;Overrun Device;Trailer;NULL;0
7642;Guide, break-away cable;Guide;Trailer;Break-away Cable;0
7643;Break-away Cable, overrun device;Break-away Cable;Trailer;Overrun Device;0
7644;Spacer, overrun device;Spacer;Trailer;Overrun Device;0
7645;Support Block, drawbar;Support Block;Trailer;Drawbar;0
7646;Damper, overrun device;Damper;Trailer;Overrun Device;0
7647;Handbrake lever, trailer;Lever;Trailer;Trailer;0
7648;Handle, handbrake lever (trailer);Handle;Trailer;Handbrake Lever (trailer);0
7649;Spring Mechanism, overrun device (trailer);Spring Loaded Cylinder;Trailer;Control Device (trailer);0
7650;Gas Spring, handbrake lever;Gas Spring;Trailer;Hand Brake Lever;0
7651;Bellows, overrun device;Bellow;Trailer;Overrun Device;0
7652;Pull Rod, overrun device;Pull Rod;Trailer;Overrun Device;0
7653;Bushing, tie rod;Bush;Trailer;Pull Rod;0
7654;Bearing Screw, overrun device/drawbar;Screw;Trailer;Overrun Device/drawbar;0
7655;Locking lever, overrun device;Chuck Key;Trailer;Overrun Device;0
7656;Bowden cable, overrun device;Bowden Cable;Trailer;Overrun Device;0
7657;Cable Pull, overrun brake;Cable Pull;Trailer;Overrun Brake;0
7658;Brake Cable, trailer;Cable Pull;Trailer;Trailer;0
7659;Holder, brake cable;Holder;Trailer;Brake Cable;0
7660;Receptacle, brake cable/brake linkage;Holder;Trailer;Brake Cable/Brake Linkage;0
7661;Lifting Eye, brake cable;Lifting Eye;Trailer;Brake Cable;0
7662;Brake cable Connector, trailer;Brake Cable Connection;Trailer;Trailer;0
7663;Pulling Yoke, brake cable;Bracket;Trailer;Brake Cable;0
7664;Brake Linkage, trailer;Brake Linkage;Trailer;Trailer;0
7665;Turnbuckle, brake linkage;Turnbuckle;Trailer;Brake Linkage;0
7666;Abutment Mount, tandem trailer;Abutment Mount;Trailer;Tandem Trailer;0
7667;System Canister;System Canister;Workshop Equipment;NULL;0
7668;Dispenser, system canister;Dispenser;Workshop Equipment;System Canister;0
7669;Stop Bracket, overrun device;Stop Bracket;Trailer;Overrun Device;0
7670;Stop, overrun device;Stop;Trailer;Overrun Device;0
7671;Pulling Ring, pull rod (overrun device);Pulling Ring;Trailer;Pull Rod (overrun device);0
7672;Pull Rod Repair Set;Repair Kit;Trailer;Pull Rod;0
7673;Coupling Ball, trailer hitch;Coupling Ball;Trailer Hitch, universal;Trailer Hitch;0
7674;Impact/Ram Protection, ball hitch;Impact/Ram Protection;Trailer;Ball Hitch;0
7675;Holder, brake linkage;Holder;Trailer;Brake Linkage;0
7676;Adapter, brake linkage;Adaptor;Trailer;Brake Linkage;0
7677;Nut, brake linkage (fastening);Nut;Trailer;Brake Linkage (fastening);0
7678;Clamping Nut, brake linkage;Nut;Trailer;Brake Linkage;0
7679;Brake Linkage Set, single axle trailer;Brake Linkage Set;Trailer;Single-axle trailer;0
7680;Brake Linkage Set, tandem axle trailer;Brake Linkage Set;Trailer;Tandem Trailer;0
7681;Control Rod, overrun device;Control Rod;Trailer;Overrun Device;0
7682;Adjusting Rod, overrun device;Adjusting Rod;Trailer;Overrun Device;0
7683;Wheel Hub, trailer;Wheel Hub;Trailer;Trailer;0
7684;Brake Drum, trailer;Brake Drum;Trailer;Trailer;0
7685;Brake Shoe Set, trailer;Brake Shoe Set;Trailer;Trailer;0
7686;Spreading Lock, drum brake (trailer);Spreading Lock;Trailer;Trailer;0
7687;Brake Lining Set, brake shoes (trailer drum brake);Spring Kit;Trailer;Trailer;0
7688;Adjuster Set, drum brake (trailer);Adjuster Set;Trailer;drum Brake (trailer);0
7689;Auto-reverse Lever, drum brake (trailer);Auto-reverse Lever;Trailer;drum Brake (trailer);0
7690;Leaf Spring, drum brake adjuster (trailer);Leaf Spring;Trailer;Drum Brake Adjuster (trailer);0
7691;Pressure Arm, drum brake adjuster (trailer);Bracket;Trailer;Drum Brake Adjuster (trailer);0
7692;Wheel Bearing, trailer;Bearing;Trailer;Wheel Hub;0
7693;Protective Cap, ball head (trailer hitch);Cap;Trailer Hitch, universal;Ball Head (trailer hitch);0
7694;Shaft Seal, wheel bearing (trailer);Seal Ring;Trailer;Wheel Bearing (trailer);0
7695;Nut, wheel bearing (trailer);Nut;Trailer;Wheel Bearing (trailer);0
7696;Wheel Bearing Kit, trailer;Bearing Kit;Trailer;Trailer;0
7697;Cap, wheel bearing (trailer);Cap;Trailer;Wheel Bearing (trailer);0
7698;Nose Load Plate;Nose Load Plate;Accessories, universal;NULL;0
7699;Pull Rod Damping;Damper;Trailer;Pull Rod;0
7700;Brake Linkage Compensation Profile, single axle trailer;Compensating Profile;Trailer;Single-axle trailer;0
7701;Brake Linkage Compensation Profile, tandem axle trailer;Compensating Profile;Trailer;Tandem Trailer;0
7702;Cable Repair Kit, intake air temperature sensor;Cable Repair Set;Mixture Formation;Intake Air Temperature Sensor;0
7703;Power Steering Fluid;Oil;Chemical Products;Power Steering;0
7704;Cable Repair Set, camshaft sensor;Cable Repair Set;Mixture Formation;Camshaft Sensor;0
7705;Cable Repair Set, crankshaft position sensor;Cable Repair Set;Mixture Formation;Crankshaft Position Sensor;0
7706;Cable Repair Set, outside temperature sensor;Cable Repair Set;Instruments;Outside Temperature Sensor;0
7707;Cable Repair Set, idle control valve;Cable Repair Set;Mixture Formation;Idle Control Valve;0
7708;Cable Repair Set, knock sensor;Cable Repair Set;Mixture Formation;Knock Sensor;0
7709;V-Belt;Belt;Belt Drive, universal;V-Belt;0
7710;V-ribbed Belt;Belt;Belt Drive, universal;V-ribbed Belt;0
7711;V-Belt Set;Belt Kit;Belt Drive, universal;V-Belt;0
7712;V-ribbed Belt Set;Belt Kit;Belt Drive, universal;V-ribbed Belt;0
7713;Slide Rail Holder, tail lift;Slide Rail Holder;Body Parts, universal;Tail Lift;0
7715;Hose Clamp Pliers Set;Pliers Set;Tool, universal;Hose Clamp Pliers Set;0
7716;Removal Drift, camshaft sprocket;Removal Drift;Special Tools, universal;Camshaft Sprocket;0
7717;Puller, spark plug connector;Puller;Special Tools, universal;Spark Plug Head;0
7718;Puller, ignition coil connector;Puller;Special Tools, universal;Ignition Coil Connector;0
7719;Puller Set, ignition coil connector;Puller Set;Special Tools, universal;Ignition Coil Connector;0
7720;Puller Hook, front grille;Puller Hooks;Special Tools, universal;Front grille;0
7721;Airbrush Gun;Airbrush Gun;Workshop Equipment;NULL;0
7722;Charger (universal);Charger;Accessories, universal;NULL;0
7723;Oil Distributor, bearing ladder (crankshaft);Oil Distributor;Crankcase;Bearing Ladder (crankshaft);0
7724;Locking Bolt, rack centre position (steering);Locking Screw;Special Tools, universal;Rack Centre Position;0
7725;Attachment Set, hot air dryer;Attachment;Tool, universal;Hot Air Fan;0
7726;Push-fit Ratchet;Push-fit Ratchet;Tool, universal;NULL;0
7727;Pu,ler Set, injector nozzle;Puller Set;Special Tools, universal;Injector Nozzle;0
7728;Masonry Drill Set;Drill Set;Tool, universal;Masonry Drill Set;0
7729;Flaring Tool, wheel arch;Flaring Tool;Special Tools, universal;Wheel Arch;0
7730;Crowbar;Crowbar;Tool, universal;NULL;0
7731;Valve Seat Ring;Valve Seat;Cylinder Head, universal;Valve;0
7732;Socket Wrench Insert, brake caliper;Socket Wrench Insert;Special Tools, universal;Brake Caliper;0
7733;Valve keeper;Valve Keeper;Engine Timing, universal;Valve;0
7734;Shim, valve clearance;Shim;Engine Timing, universal;Valve Clearance;0
7735;Test Device, common rail high-pressure pump;Tester;Special Tools, universal;Common Rail High-pressure Pump;0
7736;Valve Guide;Guide;Cylinder Head, universal;Valve Guide;0
7737;Chart Sheets, compression pressure recorder;Chart Sheets;Special Tools, universal;Compression Pressure Recorder;0
7738;Filling Device, diesel fuel filter;Filling Device;Special Tools, universal;Diesel Fuel Filter;0
7739;Document Holder, tool trolley;Document Holder;Workshop Equipment;Tool Trolley;0
7741;Thrust Piece Set, mounting tool silent bearing;Thrust Piece Set;Special Tools, universal;Mounting Tool, silent bearing;0
7742;Seal Ring, valve stem;Seal Ring;Cylinder Head, universal;Valve Stem;0
7743;Disconnecting/installation Fork Set;Disconnecting/installation Fork Set;Tool, universal;NULL;0
7744;Gas Spring, pop-top;Gas Spring;Body;Pop-top;0
7745;Gas Spring, bed (pop-top);Gas Spring;Interior Equipment;Bed (pop-top);0
7746;Plug-on Screwdriver;Plug-on Screwdriver;Tool, universal;NULL;0
7747;Compressed-air Comb Gun (filter cleaning);Compressed-air Comb Gun (filter cleaning);Workshop Equipment;NULL;0
7748;Nozzle Set, spray gun;Nozzle Set;Processing Equipment;Spray Gun;0
7749;Insertion Tool, threaded insert;Insertion Tool;Tool, universal;Thread Insert;0
7750;Plug-fit Socket Set, torque wrench;Key Set;Tool, universal;Torque Wrench;0
7751;Sticker, return;Sticker;Accessories, universal;Return;0
7752;Adjustment Device, camber adjustment;Adjusting Device;Special Tools, universal;Camber Adjustment;0
7753;Hammer Set;Hammer Set;Tool, universal;NULL;0
7754;Cartridge Tip Pliers;Cartridge Tip Pliers;Tool, universal;NULL;0
7755;Pronged Wrench;Pronged Wrench;Tool, universal;NULL;0
7756;Magnet, socket wrench insert;Magnet;Tool, universal;Socket Wrench Insert;0
7757;Hexagon Tubular Box Wrench Set;Hexagon Tubular Box Wrench Set;Tool, universal;NULL;0
7758;Extension, ring/open-ended spanner;Extension;Tool, universal;Ring-/Open End Spanner;0
7759;Spark Plug Gauge;Spark Plug Gauge;Special Tools, universal;NULL;0
7760;Multifunction Spanner;Multifunction Spanner;Tool, universal;NULL;0
7761;Retaining Wrench, fan (fluid friction coupling);Arrester Spanner;Special Tools, universal;Fan (fluid friction coupling);0
7762;Arrester Spanner, timing belt sprocket;Arrester Spanner;Special Tools, universal;Timing Belt Sprocket;0
7763;Fabric Shears;Fabric Shears;Tool, universal;NULL;0
7764;Cable Reel, tool trolley;Electric Cable;Workshop Equipment;Tool Trolley Attachment;0
7765;Floor Roller Set, tail lift;Castor Set/Roller Set/Pulley Set;Body Parts, universal;Tail Lift;0
7766;Bush;Bush;Standard Parts;NULL;0
7767;Ring, floor roller (tail lift);Ring;Body Parts, universal;Floor Roller (tail lift);0
7768;Platform Tip, tail lift;Platform Tip;Body Parts, universal;Tail Lift;0
7769;Cover, operating unit (tail lift);Cover;Body Parts, universal;Operating Unit (tail lift);0
7770;Hydraulic Cylinder, tail lift;Hydraulic Cylinder;Body Parts, universal;Tail Lift;0
7771;Bellows, hydraulic cylinder (tail lift);Bellow;Body;Hydraulic Cylinder (tail lift);0
7772;Mounting Bolt, floor roller (tail lift);Bolt;Body;Floor Roller (tail lift);0
7773;Solenoid Valve, tail lift;Valve;Body Parts, universal;Tail Lift;0
7774;Holder, remote control, tail lift;Bracket;Body Parts, universal;Remote Control, tail lift;0
7775;Hydraulic Power Unit, tail lift;Hydraulic Unit;Body Parts, universal;Tail Lift;0
7776;Pump, hydraulic power unit (tail lift);Pump;Body Parts, universal;Hydraulic Power Unit (tail lift);0
7777;Suction Hose, power unit pump (tail lift);Hose Line;Body Parts, universal;Power Unit Pump (tail lift);0
7778;Pallet Stop, tail lift;Roll-off Safety;Body;Tail Lift;0
7779;Cover, hydraulic power unit (tail lift);Cover;Body Parts, universal;Hydraulic Power Unit (tail lift);0
7780;Seal (hydraulic power unit);Closure;Body Parts, universal;Cover (hydraulic power unit);0
7781;Holder, trailer socket;Bracket;Trailer Hitch, universal;Trailer Socket;0
7782;Seal Set, tail lift;Seal Set;Body Parts, universal;Tail Lift;0
7783;Thread Tap, spark plug;Thread Tap;Special Tools, universal;Spark Plug;0
7784;Holder, spray gun;Holder;Processing Equipment;Spray Gun;0
7785;Filling Hose, urea solution;Filling Hose;Special Tools, universal;Urea Solution;0
7786;Filter Spanner, urea solution;Key;Special Tools, universal;Urea Solution;0
7787;Release Lever, tailgate panelling;Removal Lever;Special Tools, universal;Tailgate Panelling;0
7788;Fillet Weld Scrubber;Fillet Weld Scrubber;Tool, universal;NULL;0
7789;Adhesive Fixing Mallet;Adhesive Fixing Mallet;Special Tools, universal;NULL;0
7790;Adhesive Fixing Mallet Set;Adhesive Fixing Mallet Set;Special Tools, universal;NULL;0
7791;Wing Puller;Wing Puller;Workshop Equipment;NULL;0
7792;Coupling/Magnet Wheel Holder;Coupling/Magnet Wheel Holder;Special Tools, motorcycle, universal;NULL;0
7793;Copper Hammer;Copper Hammer;Tool, universal;NULL;0
7794;Compressed Air Mini Oiler;Compressed Air Mini Oiler;Tool, universal;NULL;0
7795;Puller, battery terminal clamp;Puller;Tool, universal;Battery Terminal Clamp;0
7796;Test Spark Plug;Test Spark Plug;Special Tools, universal;NULL;0
7797;Reamer, oxygen sensor removal;Reamer;Tool, universal;Oxygen Sensor Holder;0
7798;Reamer Set, glow plugs;Reamer Set;Tool, universal;Glow Plug;0
7799;Cutting Wire, handle;Cutting Wire, handle;Special Tools, universal;NULL;0
7800;Cutting Wire, arrestor;Cutting Wire, arrestor;Special Tools, universal;NULL;0
7801;Impact Extractor, wheel hub;Impact Extractor;Special Tools, universal;Wheel Hub;0
7802;Wheel Hub Grinder;Wheel Hub Grinder;Tool, universal;NULL;0
7803;Removal Tool, rain/light sensor;Removal Tool;Special Tools, universal;Rain/Light sensor;0
7804;Cleaning Brush Set, spray gun;Brush Set;Special Tools, universal;Spray Gun;0
7805;Test Device, relay;Tester;Workshop Equipment;Relay;0
7806;Test Device, relay socket;Tester;Workshop Equipment;Relay Socket;0
7807;Pliers, relay;Pliers;Special Tools, universal;Relay;0
7808;Double Ring Spanner, injection lines;Spanner, double ring;Special Tools, universal;Injection Pipe;0
7809;Water Squeegee;Water Squeegee;Workshop Equipment;NULL;0
7810;Weld-on Bung, NOx sensor;Weld-On Bung;Exhaust System, universal;NOx Sensor;0
7811;Weld-in Thread, oxygen sensor;Weld-On Bung;Exhaust System, universal;Exhaust Pipe;0
7812;Pliers, interior mirror;Pliers;Special Tools, universal;Interior Mirror;0
7813;Test Device, cigarette lighter;Tester;Tool, universal;Cigarette Lighter;0
7814;Two-Prong Spanner, angle grinder;Key;Tool, universal;Angle Grinder;0
7815;Compression Pressure Recorder;Compression Pressure Recorder;Special Tools, universal;NULL;0
7816;Valve, water pump;Valve;Cooling System;Water Pump;0
7817;Bonnet/tailgate support;Bonnet/tailgate support;Special Tools, universal;NULL;0
7818;Insert, plug-in axle (motorcycle);Insert;Special Tools, motorcycle, universal;Plug-on Axle (motorcycle);0
7819;Release Pliers, rivet head (rivet breaker);Release Pliers;Special Tools, universal;Expanding Rivet;0
7820;Safety Cable, spring compressor;Safety Cable;Special Tools, universal;Spring Compressor;0
7821;Tool Set, swing arm;Tool Set;Special Tools, motorcycle, universal;Swing Arm;0
7823;Machine Thread Tap;Machine Thread Tap;Tool, universal;NULL;0
7824;Oil Filter Chain;Oil Filter Chain;Special Tools, universal;NULL;0
7825;Oil Filter Spider;Oil Filter Spider;Special Tools, universal;NULL;0
7826;Oil Dipstick Set;Oil Dipstick Set;Special Tools, universal;NULL;0
7827;Magnet Wheel Puller;Magnet Wheel Puller;Special Tools, motorcycle, universal;NULL;0
7828;Magnet Wheel Puller Set;Magnet Wheel Puller Set;Special Tools, motorcycle, universal;NULL;0
7829;Windscreen Removal Tool;Windscreen Removal Tool;Special Tools, universal;NULL;0
7830;Cutting Wire, penetrating blade;Cutting Wire, penetrating blade;Special Tools, universal;NULL;0
7831;Quick Clamp Nut, angle grinder;Nut;Tool, universal;Angle Grinder;0
7832;Circle Cutter, jigsaw;Circle Cutter;Tool, universal;Jigsaw;0
7833;Angle Table, jigsaw;Angle Table;Tool, universal;Jigsaw;0
7834;Sole Plate, jigsaw;Sole Plate;Tool, universal;Jigsaw;0
7836;Saw Blade, multifunction tool (oscillator);Saw Blade;Tool, universal;Multifunction Tool (oscillator);0
7837;Saw Blade Set, multifunction tool (oscillator);Saw Blade Set;Tool, universal;Multifunction Tool (oscillator);0
7838;Sensor, headlight levelling;Sensor;Lights;Headlight Levelling;0
7839;Saw Blade, sabre saw;Saw Blade;Tool, universal;Sabre Saw;0
7840;Saw Blade Set, sabre saw;Saw Blade Set;Tool, universal;Sabre Saw;0
7841;Soft Jaws, fitting pliers;Soft Jaws;Tool, universal;Fitting Pliers;0
7842;Mounting Flange, angle grinder;Flange;Tool, universal;Angle Grinder;0
7843;Handle, angle grinder;Handle;Tool, universal;Angle Grinder;0
7844;Spade;Spade;Building Tools;NULL;0
7845;Depth Vernier Calliper;Depth Vernier Calliper;Tool, universal;NULL;0
7846;Carpet Shears;Carpet Shears;Tool, universal;NULL;0
7847;Piston Push Gun;Piston Push Gun;Tool, universal;NULL;0
7848;Socket Wrench Set, oxygen sensor;Socket Wrench Set;Special Tools, universal;Oxygen Sensor;0
7849;Flushing Liquid, cylinder head sealing;Rinsing Liquid;Special Tools, universal;Cylinder Head Leakage;0
7850;Brake Lever, footrest system;Lever;Braking System;Footrest System (motorcycle);0
7851;Foot Shift Lever, footrest system;Lever;Motorcycle Frames;Footrest System (motorcycle);0
7853;Hydraulic Cylinder Set, puller spindle;Hydraulic Cylinder Set;Tool, universal;Puller Spindle;0
7854;Assortment, T-unions;Assortment;Standard Parts;T-Union;0
7855;Assortment, circlips;Assortment;Standard Parts;Circlip;0
7856;Assortment, grease nipples;Assortment;Standard Parts;Grease Nipple;0
7857;Assortment, cotter pins;Assortment;Standard Parts;Split Pin;0
7858;Assortment, roll pins;Assortment;Standard Parts;Roll Pin;0
7859;Assortment, securing bolts;Assortment;Standard Parts;Securing Bolt;0
7860;Assortment, securing elements;Assortment;Standard Parts;Securing Element;0
7861;Control Unit, trailer hitch;Control Unit;Trailer Hitch;Trailer Hitch;0
7862;Oil Scraper Ring, cylinder liner;Oil Scraper Ring;Crankcase;Cylinder Liner;0
7863;Radio;Radio;Workshop Equipment;NULL;0
7864;Bit Adapter, ratchet ring spanner;Adaptor;Tool, universal;Ratchet Ring Spanner;0
7865;Double Grinding Machine;Double Grinding Machine;Workshop Equipment;NULL;0
7866;Compressed Air Manometer;Manometer;Workshop Equipment;Compressed-air Technology;0
7867;Mounting Tool Set, direct shift transmission;Mounting Tool Set;Special Tools, universal;Direct Shift Transmission;0
7868;Dashboard Protection Panel Set, glass removal;Protective Panel Set;Special Tools, universal;Glass removal;0
7870;Socket Wrench Set, cylinder head bolt;Socket Wrench Set;Special Tools, universal;Cylinder Head Bolt;0
